timestamp,temp_internal_high,temp_internal_low,door_high,door_low,door2_high,door2_low,door3_high,door3_low,smoke_high,smoke_low,power_failure_high,power_failure_low,flood_high,flood_low,flood2_high,flood2_low,remote_temp_high,remote_temp_low,generator_high,generator_low,hydrogen_high,hydrogen_low
09-04-18 16:00,66.1,65.9,0,0,,,,,1,1,,,1,1,,,,,,,0.3,0.3
09-04-18 17:00,66.1,65.9,0,0,,,,,1,1,,,1,1,,,,,,,0.3,0.3
